Equipo;Competencia;Internacional;Oficial;Rival;Minuto;Fecha;Ciudad;Pais;Condición;Resultado Final;
River Plate;Copa Aldao;Si;Si;Nacional de Montevideo;;19/11/1947;Montevideo;Uruguay;Visitante;4-3;
River Plate;Copa Aldao;Si;Si;Nacional de Montevideo;;19/11/1947;Montevideo;Uruguay;Visitante;4-3;
River Plate;Copa de las Tres Ciudades;No;No;Newells;;11/12/1947;Montevideo;Uruguay;Neutral;2-1;
River Plate;Copa de las Tres Ciudades;Si;No;Nacional de Montevideo;;15/12/1947;Montevideo;Uruguay;Visitante;3-1;
River Plate;Copa de las Tres Ciudades;Si;No;Peñarol;;21/12/1947;Montevideo;Uruguay;Visitante;7-2;
River Plate;Copa de las Tres Ciudades;Si;No;Peñarol;;21/12/1947;Montevideo;Uruguay;Visitante;7-2;
River Plate;Copa de las Tres Ciudades;Si;No;Peñarol;;21/12/1947;Montevideo;Uruguay;Visitante;7-2;
River Plate;Amistoso;Si;No;Sao Paulo;;11/01/1948;San Pablo;Brasil;Visitante;2-2;
River Plate;Amistoso;Si;No;Palmeiras;;18/01/1948;San Pablo;Brasil;Visitante;2-1;
River Plate;Amistoso;Si;No;Palmeiras;;18/01/1948;San Pablo;Brasil;Visitante;2-1;
River Plate;Sudamericano de clubes;Si;Si;Municipal Perú;71;21/02/1948;Santiago;Chile;Neutral;2-0;
River Plate;Primera División AFA;No;Si;Tigre;;18/04/1948;Tigre;Argentina;Visitante;4-1;
River Plate;Primera División AFA;No;Si;Tigre;;18/04/1948;Tigre;Argentina;Visitante;4-1;
River Plate;Primera División AFA;No;Si;Vélez;;25/04/1948;Buenos Aires;Argentina;Local;4-2;
River Plate;Primera División AFA;No;Si;Vélez;;25/04/1948;Buenos Aires;Argentina;Local;4-2;
River Plate;Primera División AFA;No;Si;Newells;;02/05/1948;Rosario;Argentina;Visitante;2-1;
River Plate;Primera División AFA;No;Si;Gimnasia y Esgrima ;;30/05/1948;Buenos Aires;Argentina;Local;5-3;
River Plate;Primera División AFA;No;Si;Gimnasia y Esgrima ;;30/05/1948;Buenos Aires;Argentina;Local;5-3;
River Plate;Primera División AFA;No;Si;Platense;;27/06/1948;Buenos Aires;Argentina;Local;2-1;
River Plate;Primera División AFA;No;Si;Banfield;;18/07/1948;Banfield;Argentina;Visitante;3-2;
River Plate;Primera División AFA;No;Si;Boca;;01/08/1948;Buenos Aires;Argentina;Visitante;2-1;
River Plate;Primera División AFA;No;Si;Tigre;;15/08/1948;Buenos Aires;Argentina;Local;2-2;
River Plate;Amistoso;No;No;Boca;80;17/08/1948;Buenos Aires;Argentina;Neutral;5-1;
River Plate;Primera División AFA;No;Si;Newells;;29/08/1948;Buenos Aires;Argentina;Local;1-0;
River Plate;Primera División AFA;No;Si;Lanús;;05/09/1948;Buenos Aires;Argentina;Local;2-0;
River Plate;Primera División AFA;No;Si;Racing;;12/09/1948;Avellaneda;Argentina;Visitante;1-2;
River Plate;Primera División AFA;No;Si;Gimnasia y Esgrima ;;10/10/1948;La Plata;Argentina;Visitante;2-1;
River Plate;Amistoso;No;No;Talleres de Córdoba;;12/10/1948;Córdoba;Argentina;Visitante;3-2;
River Plate;Primera División AFA;No;Si;Independiente;;31/10/1948;Buenos Aires;Argentina;Local;3-4;
River Plate;Amistoso;No;No;Racing;;23/03/1949;Buenos Aires;Argentina;Neutral;3-5;
River Plate;Amistoso;No;No;Tigre;;10/04/1949;Buenos Aires;Argentina;Local;2-1;
River Plate;Amistoso;No;No;Unión SF;;14/04/1949;Santa Fe;Argentina;Visitante;4-2;
River Plate;Amistoso;No;No;Comb. de Tucumán;;17/04/1949;Tucumán;Argentina;Visitante;5-1;
River Plate;Amistoso;No;No;Comb. de Tucumán;;17/04/1949;Tucumán;Argentina;Visitante;5-1;
River Plate;Primera División AFA;No;Si;Estudiantes;;24/04/1949;La Plata;Argentina;Visitante;2-2;
River Plate;Amistoso;No;No;Belgrano de Córdoba;;30/04/1949;Córdoba;Argentina;Visitante;3-2;
River Plate;Primera División AFA;No;Si;Atlanta;;08/05/1949;Buenos Aires;Argentina;Local;7-0;
River Plate;Primera División AFA;No;Si;Atlanta;;08/05/1949;Buenos Aires;Argentina;Local;7-0;
River Plate;Primera División AFA;No;Si;Atlanta;;08/05/1949;Buenos Aires;Argentina;Local;7-0;
River Plate;Primera División AFA;No;Si;Huracán;;22/05/1949;Buenos Aires;Argentina;Local;3-0;
River Plate;Amistoso;Si;No;Torino Simbolo (Combinado Serie A) ;25;26/05/1949;Turín;Italia;Visitante;2-2;
